İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Araç Durumu,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,Fiyat
27377215,31 Aralık 2024,Fiat,Egea,1.3 Multijet Easy,2018,288.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,İkinci El,"4,1 lt",45 lt,1 boyalı,Takasa Uygun Değil,Galeriden,535.000 TL
27377210,31 Aralık 2024,Nissan,Almera,1.5 Tekna,2004,175.000 km,Düz,LPG & Benzin,Hatchback/5,Bordo,1498 cc,98 hp,Önden Çekiş,İkinci El,"6,6 lt",60 lt,12 boyalı,Takasa Uygun,Galeriden,295.000 TL
27377197,31 Aralık 2024,Volkswagen,Passat,1.9 TDi Exclusive,2004,286.000 km,Otomatik,Dizel,Sedan,Gri,1896 cc,130 hp,Önden Çekiş,İkinci El,7 lt,62 lt,2 boyalı,Takasa Uygun,Galeriden,580.000 TL
27377186,31 Aralık 2024,Hyundai,i30,1.6 CRDi Team,2011,305.000 km,Düz,Dizel,Hatchback/5,Gri,1582 cc,115 hp,Önden Çekiş,İkinci El,"4,7 lt",53 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,430.000 TL
27377146,31 Aralık 2024,Mercedes - Benz,E,200 AMG,2016,116.000 km,Otomatik,Benzin,Sedan,Beyaz,1991 cc,184 hp,Arkadan İtiş,İkinci El,"6,3 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,2.735.000 TL
27377066,31 Aralık 2024,Volkswagen,Polo,1.2 TSi Comfortline,2017,109.752 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun,Galeriden,845.000 TL
27376837,31 Aralık 2024,Fiat,Uno,70 SX,1998,100.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1372 cc,71 hp,Önden Çekiş,İkinci El,,42 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,159.000 TL
27376802,31 Aralık 2024,Fiat,Albea,1.3 Multijet Dynamic,2005,270.000 km,Düz,Dizel,Sedan,Füme,1248 cc,70 hp,Önden Çekiş,İkinci El,"4,7 lt",48 lt,Tamamı orjinal,Takasa Uygun,Galeriden,307.500 TL
27377666,31 Aralık 2024,Ford,Focus,1.5 TDCi Titanium,2020,79.000 km,Otomatik,Dizel,Sedan,Beyaz,1500 cc,120 hp,Önden Çekiş,İkinci El,"4,3 lt",47 lt,Tamamı orjinal,Takasa Uygun,Galeriden,1.195.000 TL
27377656,31 Aralık 2024,Toyota,Corolla,1.6 Vision,2020,42.000 km,Otomatik,Benzin,Sedan,Mavi,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,1 boyalı,Takasa Uygun,Galeriden,1.120.000 TL
27377538,31 Aralık 2024,Fiat,Idea,1.4 Active,2006,265.000 km,Düz,LPG & Benzin,MPV,Gri,1368 cc,95 hp,Önden Çekiş,İkinci El,"6,6 lt",47 lt,Tamamı orjinal,Takasa Uygun,Galeriden,299.900 TL
27377510,31 Aralık 2024,Opel,Corsa-e,GS,2023,8.150 km,Otomatik,Elektrik,Hatchback/5,Mavi,-,126 - 150 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Yetkili Bayiden,1.149.000 TL
27377475,31 Aralık 2024,Volkswagen,Passat,1.6 TDi BlueMotion Business,2020,132.000 km,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,1 boyalı,Takasa Uygun,Galeriden,1.485.000 TL
27377454,31 Aralık 2024,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2018,188.000 km,Otomatik,Dizel,Sedan,Lacivert,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,1.597.500 TL
27377360,31 Aralık 2024,Toyota,Corolla,1.6 XL,1991,366.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1587 cc,95 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,229.000 TL
27377331,31 Aralık 2024,Tofaş,Şahin,1.6,1990,7.000 km,Düz,LPG & Benzin,Sedan,Sarı,1581 cc,76 - 100 HP,Arkadan İtiş,İkinci El,,52 lt,Tamamı orjinal,Takasa Uygun,Galeriden,115.000 TL
27377248,31 Aralık 2024,Renault,Megane,1.5 dCi Touch,2018,200.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"1 değişen, 1 boyalı",Takasa Uygun,Galeriden,775.000 TL
27377223,31 Aralık 2024,Mercedes - Benz,E,200 d Exclusive,2023,33.000 km,Otomatik,Dizel,Sedan,Gri,1597 cc,160 hp,Arkadan İtiş,İkinci El,"4,7 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,4.275.000 TL
27377215,31 Aralık 2024,Fiat,Egea,1.3 Multijet Easy,2018,288.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,İkinci El,"4,1 lt",45 lt,1 boyalı,Takasa Uygun Değil,Galeriden,535.000 TL
27377210,31 Aralık 2024,Nissan,Almera,1.5 Tekna,2004,175.000 km,Düz,LPG & Benzin,Hatchback/5,Bordo,1498 cc,98 hp,Önden Çekiş,İkinci El,"6,6 lt",60 lt,12 boyalı,Takasa Uygun,Galeriden,295.000 TL
27377197,31 Aralık 2024,Volkswagen,Passat,1.9 TDi Exclusive,2004,286.000 km,Otomatik,Dizel,Sedan,Gri,1896 cc,130 hp,Önden Çekiş,İkinci El,7 lt,62 lt,2 boyalı,Takasa Uygun,Galeriden,580.000 TL
27377186,31 Aralık 2024,Hyundai,i30,1.6 CRDi Team,2011,305.000 km,Düz,Dizel,Hatchback/5,Gri,1582 cc,115 hp,Önden Çekiş,İkinci El,"4,7 lt",53 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,430.000 TL
27377146,31 Aralık 2024,Mercedes - Benz,E,200 AMG,2016,116.000 km,Otomatik,Benzin,Sedan,Beyaz,1991 cc,184 hp,Arkadan İtiş,İkinci El,"6,3 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,2.735.000 TL
27377066,31 Aralık 2024,Volkswagen,Polo,1.2 TSi Comfortline,2017,109.752 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun,Galeriden,845.000 TL
27376837,31 Aralık 2024,Fiat,Uno,70 SX,1998,100.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1372 cc,71 hp,Önden Çekiş,İkinci El,,42 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,159.000 TL
27376802,31 Aralık 2024,Fiat,Albea,1.3 Multijet Dynamic,2005,270.000 km,Düz,Dizel,Sedan,Füme,1248 cc,70 hp,Önden Çekiş,İkinci El,"4,7 lt",48 lt,Tamamı orjinal,Takasa Uygun,Galeriden,307.500 TL
27376585,31 Aralık 2024,Volkswagen,Jetta,1.6 Comfortline,2006,273.000 km,Otomatik,LPG & Benzin,Sedan,Siyah,1595 cc,102 hp,Önden Çekiş,İkinci El,"8,2 lt",55 lt,7 boyalı,Takasa Uygun,Galeriden,570.000 TL
27375604,31 Aralık 2024,Honda,City,1.4 Elite,2006,280.000 km,Düz,Benzin,Sedan,Gri,1339 cc,83 hp,Önden Çekiş,İkinci El,"5,8 lt",42 lt,Belirtilmemiş,Takasa Uygun,Galeriden,417.500 TL
27375431,31 Aralık 2024,Ford,Focus,1.6 Collection,2004,235.000 km,Düz,LPG & Benzin,Hatchback/5,Gri,1596 cc,100 hp,Önden Çekiş,İkinci El,"6,8 lt",55 lt,5 boyalı,Takasa Uygun Değil,Galeriden,440.000 TL
27375363,31 Aralık 2024,Renault,Clio,1.5 dCi Touch,2018,80.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,6 lt",45 lt,2 boyalı,Takasa Uygun,Galeriden,735.000 TL
27374779,31 Aralık 2024,Seat,Ibiza,1.4 Reference,2011,177.000 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1390 cc,85 hp,Önden Çekiş,İkinci El,"6,2 lt",45 lt,"2 değişen, 3 boyalı",Takasa Uygun,Galeriden,515.000 TL
27374749,31 Aralık 2024,Ford,Focus,1.6 Collection,2005,330.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1596 cc,100 hp,Önden Çekiş,İkinci El,"6,8 lt",55 lt,Belirtilmemiş,Takasa Uygun,Galeriden,455.000 TL
27373883,31 Aralık 2024,Opel,Vectra,1.6 Comfort,2004,309.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598 cc,100 hp,Önden Çekiş,İkinci El,"7,5 lt",61 lt,9 boyalı,Takasa Uygun,Galeriden,350.000 TL
27373748,31 Aralık 2024,Tofaş,Şahin,S,1998,200.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1401 - 1600 cm3,76 - 100 HP,Arkadan İtiş,İkinci El,,,"4 değişen, 7 boyalı",Takasa Uygun,Galeriden,225.000 TL
27373100,31 Aralık 2024,Mercedes - Benz,E,180 Edition E,2015,85.000 km,Otomatik,Benzin,Sedan,Siyah,1595 cc,156 hp,Arkadan İtiş,İkinci El,"6,6 lt",59 lt,Belirtilmemiş,Takasa Uygun,Galeriden,2.550.000 TL
27371657,31 Aralık 2024,Citroen,C3,1.2 PureTech Feel,2023,9.600 km,Düz,Benzin,Hatchback/5,Kırmızı,1199 cc,83 hp,Önden Çekiş,İkinci El,"4,2 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,767.500 TL
27371294,31 Aralık 2024,Mercedes - Benz,C,C 200 d BlueTEC AMG,2016,179.000 km,Otomatik,Dizel,Sedan,Mavi,1598 cc,136 hp,Arkadan İtiş,İkinci El,"4,2 lt",41 lt,1 değişen,Takasa Uygun,Galeriden,1.515.000 TL
27371293,31 Aralık 2024,Volkswagen,Scirocco,1.4 TSi Sportline,2012,146.000 km,Otomatik,Benzin,Coupe,Beyaz,1201 - 1400 cm3,151 - 175 HP,Önden Çekiş,İkinci El,,,1 değişen,Takasa Uygun,Galeriden,830.000 TL
27371292,31 Aralık 2024,Volkswagen,Polo,1.4 Comfortline,2010,240.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1390 cc,85 hp,Önden Çekiş,İkinci El,"5,9 lt",45 lt,"3 değişen, 7 boyalı",Takasa Uygun,Galeriden,520.000 TL
27371291,31 Aralık 2024,Volkswagen,Passat,1.6 TDi BlueMotion Impression,2019,199.000 km,Otomatik,Dizel,Sedan,Füme,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"3 değişen, 3 boyalı",Takasa Uygun,Galeriden,1.150.000 TL
27371289,31 Aralık 2024,Renault,Megane,1.5 dCi Impressor,2012,206.000 km,Otomatik,Dizel,Cabrio,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,6 boyalı,Takasa Uygun Değil,Galeriden,670.000 TL
27371285,31 Aralık 2024,Fiat,Linea,1.4 Fire Pop,2017,96.500 km,Düz,LPG & Benzin,Sedan,Beyaz,1368 cc,77 hp,Önden Çekiş,İkinci El,"6,3 lt",45 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Galeriden,530.000 TL
27371284,31 Aralık 2024,Mercedes - Benz,E,200 d Exclusive,2021,22.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,3.890.000 TL
27371174,31 Aralık 2024,BMW,3 Serisi,320i Cabrio,2011,138.000 km,Otomatik,Benzin,Cabrio,Siyah,1801 - 2000 cm3,151 - 175 HP,Arkadan İtiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,1.415.000 TL
27371173,31 Aralık 2024,Mercedes - Benz,C,C 200 d BlueTEC AMG,2015,169.000 km,Otomatik,Dizel,Sedan,Siyah,1598 cc,136 hp,Arkadan İtiş,İkinci El,"4,2 lt",41 lt,"1 değişen, 3 boyalı",Takasa Uygun,Galeriden,1.510.000 TL
27371172,31 Aralık 2024,Mercedes - Benz,CLA,200 AMG+ 4Matic,2021,13.000 km,Otomatik,Benzin,Coupe,Füme,1201 - 1400 cm3,151 - 175 HP,4WD (Sürekli),İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,2.419.900 TL
27371171,31 Aralık 2024,Mercedes - Benz,C,C 200 D AMG,2021,115.000 km,Otomatik,Dizel,Sedan,Füme,1598 cc,160 hp,Arkadan İtiş,İkinci El,"4,2 lt",66 lt,Tamamı orjinal,Takasa Uygun,Galeriden,2.295.000 TL
27371170,31 Aralık 2024,BMW,1 Serisi,116d One Edition,2016,139.000 km,Otomatik,Dizel,Hatchback/5,Siyah,1496 cc,116 hp,Arkadan İtiş,İkinci El,"3,9 lt",52 lt,Belirtilmemiş,Takasa Uygun,Galeriden,1.082.900 TL
27371168,31 Aralık 2024,Mercedes - Benz,C,C 200 D AMG,2018,159.000 km,Otomatik,Dizel,Sedan,Siyah,1598 cc,136 hp,Arkadan İtiş,İkinci El,"4,2 lt",41 lt,Belirtilmemiş,Takasa Uygun,Galeriden,1.759.900 TL
27371167,31 Aralık 2024,BMW,5 Serisi,520d M Sport,2013,125.000 km,Otomatik,Dizel,Sedan,Füme,1995 cc,184 hp,Arkadan İtiş,İkinci El,"5,2 lt",70 lt,Tamamı orjinal,Takasa Uygun,Galeriden,1.815.000 TL
27371166,31 Aralık 2024,Mercedes - Benz,CLA,180 D AMG,2019,75.000 km,Otomatik,Dizel,Coupe,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden,2.145.000 TL
27371164,31 Aralık 2024,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2019,149.000 km,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"3 değişen, 2 boyalı",Takasa Uygun,Galeriden,1.150.000 TL
27370931,31 Aralık 2024,Fiat,Palio,1.2 EL,2004,135.000 km,Düz,Benzin,Hatchback/5,Beyaz,1242 cc,81 hp,Önden Çekiş,İkinci El,"7,2 lt",51 lt,2 boyalı,Takasa Uygun,Galeriden,329.000 TL
27370750,31 Aralık 2024,Renault,Clio,1.2 Joy,2016,46.000 km,Düz,Benzin,Hatchback/5,Kırmızı,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,636.500 TL
27374893,31 Aralık 2024,Toyota,Corolla,1.6 GL,1991,366.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1587 cc,105 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,215.000 TL
27379343,31 Aralık 2024,Volkswagen,Golf,1.6 Comfortline,2001,230.000 km,Düz,LPG & Benzin,Hatchback/3,Gri,1595 cc,105 hp,Önden Çekiş,İkinci El,"6,8 lt",55 lt,4 boyalı,Takasa Uygun,Galeriden,450.000 TL
27379004,31 Aralık 2024,Fiat,Linea,1.3 Multijet Dynamic,2008,295.000 km,Düz,Dizel,Sedan,Gri,1248 cc,90 hp,Önden Çekiş,İkinci El,"4,9 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,409.000 TL
27378889,31 Aralık 2024,Fiat,Egea,1.4 Fire Lounge,2016,89.000 km,Düz,LPG & Benzin,Sedan,Füme,1368 cc,95 hp,Önden Çekiş,İkinci El,"5,7 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,668.000 TL
27371284,31 Aralık 2024,Mercedes - Benz,E,200 d Exclusive,2021,22.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,3.890.000 TL
27371174,31 Aralık 2024,BMW,3 Serisi,320i Cabrio,2011,138.000 km,Otomatik,Benzin,Cabrio,Siyah,1801 - 2000 cm3,151 - 175 HP,Arkadan İtiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,1.415.000 TL
27371173,31 Aralık 2024,Mercedes - Benz,C,C 200 d BlueTEC AMG,2015,169.000 km,Otomatik,Dizel,Sedan,Siyah,1598 cc,136 hp,Arkadan İtiş,İkinci El,"4,2 lt",41 lt,"1 değişen, 3 boyalı",Takasa Uygun,Galeriden,1.510.000 TL
27371172,31 Aralık 2024,Mercedes - Benz,CLA,200 AMG+ 4Matic,2021,13.000 km,Otomatik,Benzin,Coupe,Füme,1201 - 1400 cm3,151 - 175 HP,4WD (Sürekli),İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,2.419.900 TL
27371171,31 Aralık 2024,Mercedes - Benz,C,C 200 D AMG,2021,115.000 km,Otomatik,Dizel,Sedan,Füme,1598 cc,160 hp,Arkadan İtiş,İkinci El,"4,2 lt",66 lt,Tamamı orjinal,Takasa Uygun,Galeriden,2.295.000 TL
27371170,31 Aralık 2024,BMW,1 Serisi,116d One Edition,2016,139.000 km,Otomatik,Dizel,Hatchback/5,Siyah,1496 cc,116 hp,Arkadan İtiş,İkinci El,"3,9 lt",52 lt,Belirtilmemiş,Takasa Uygun,Galeriden,1.082.900 TL
27371168,31 Aralık 2024,Mercedes - Benz,C,C 200 D AMG,2018,159.000 km,Otomatik,Dizel,Sedan,Siyah,1598 cc,136 hp,Arkadan İtiş,İkinci El,"4,2 lt",41 lt,Belirtilmemiş,Takasa Uygun,Galeriden,1.759.900 TL
27371167,31 Aralık 2024,BMW,5 Serisi,520d M Sport,2013,125.000 km,Otomatik,Dizel,Sedan,Füme,1995 cc,184 hp,Arkadan İtiş,İkinci El,"5,2 lt",70 lt,Tamamı orjinal,Takasa Uygun,Galeriden,1.815.000 TL
27371166,31 Aralık 2024,Mercedes - Benz,CLA,180 D AMG,2019,75.000 km,Otomatik,Dizel,Coupe,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden,2.145.000 TL
27371164,31 Aralık 2024,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2019,149.000 km,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"3 değişen, 2 boyalı",Takasa Uygun,Galeriden,1.150.000 TL
27370931,31 Aralık 2024,Fiat,Palio,1.2 EL,2004,135.000 km,Düz,Benzin,Hatchback/5,Beyaz,1242 cc,81 hp,Önden Çekiş,İkinci El,"7,2 lt",51 lt,2 boyalı,Takasa Uygun,Galeriden,329.000 TL
27370750,31 Aralık 2024,Renault,Clio,1.2 Joy,2016,46.000 km,Düz,Benzin,Hatchback/5,Kırmızı,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,636.500 TL
27374893,31 Aralık 2024,Toyota,Corolla,1.6 GL,1991,366.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1587 cc,105 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,215.000 TL
27379343,31 Aralık 2024,Volkswagen,Golf,1.6 Comfortline,2001,230.000 km,Düz,LPG & Benzin,Hatchback/3,Gri,1595 cc,105 hp,Önden Çekiş,İkinci El,"6,8 lt",55 lt,4 boyalı,Takasa Uygun,Galeriden,450.000 TL
27379004,31 Aralık 2024,Fiat,Linea,1.3 Multijet Dynamic,2008,295.000 km,Düz,Dizel,Sedan,Gri,1248 cc,90 hp,Önden Çekiş,İkinci El,"4,9 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,409.000 TL
27378889,31 Aralık 2024,Fiat,Egea,1.4 Fire Lounge,2016,89.000 km,Düz,LPG & Benzin,Sedan,Füme,1368 cc,95 hp,Önden Çekiş,İkinci El,"5,7 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,668.000 TL
27378884,31 Aralık 2024,Fiat,Egea,1.6 Multijet Urban Plus,2019,195.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden,693.000 TL
27378809,31 Aralık 2024,Peugeot,208,1.4 HDi Active,2014,102.000 km,Düz,Dizel,Hatchback/5,Şampanya,1398 cc,69 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,640.000 TL
27378707,31 Aralık 2024,BMW,5 Serisi,525d xDrive Premium,2012,281.000 km,Otomatik,Dizel,Sedan,Siyah,1995 cc,218 hp,4WD (Sürekli),İkinci El,"5,1 lt",70 lt,Tamamı orjinal,Takasa Uygun,Galeriden,1.330.000 TL
27378567,31 Aralık 2024,Renault,Symbol,1.5 dCi Expression,2012,256.000 km,Düz,Dizel,Sedan,Beyaz,1461 cc,85 hp,Önden Çekiş,İkinci El,"4,3 lt",50 lt,"1 değişen, 4 boyalı",Takasa Uygun,Galeriden,380.000 TL
27378513,31 Aralık 2024,Audi,A3,A3 Sedan 35 TFSI Advanced,2023,35.800 km,Otomatik,Benzin,Sedan,Beyaz,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,2.085.000 TL
27378467,31 Aralık 2024,Renault,Fluence,1.5 dCi Touch Plus,2013,237.000 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,609.000 TL
27378434,31 Aralık 2024,Tofaş,Doğan,1.6 ie,2001,100.000 km,Düz,LPG & Benzin,Sedan,Gri,1401 - 1600 cm3,76 - 100 HP,Arkadan İtiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,194.000 TL
27378426,31 Aralık 2024,Dacia,Sandero,1.5 dCi Stepway,2018,107.000 km,Düz,Dizel,Hatchback/5,Gri,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,"1 değişen, 3 boyalı",Takasa Uygun,Galeriden,665.000 TL
27378382,31 Aralık 2024,Audi,A5,A5 Sportback 1.4 TFSI,2018,149.000 km,Otomatik,Benzin,Hatchback/5,Siyah,1201 - 1400 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,"2 değişen, 4 boyalı",Takasa Uygun,Galeriden,1.649.000 TL
27378381,31 Aralık 2024,BMW,3 Serisi,316i M Sport,2014,175.000 km,Otomatik,Benzin,Sedan,Siyah,1598 cc,136 hp,Arkadan İtiş,İkinci El,"5,8 lt",60 lt,2 boyalı,Takasa Uygun Değil,Galeriden,1.039.000 TL
27378187,31 Aralık 2024,Volkswagen,Jetta,1.4 TSi BlueMotion Comfortline,2017,170.000 km,Otomatik,Benzin,Sedan,Beyaz,1201 - 1400 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,4 boyalı,Takasa Uygun,Galeriden,880.000 TL
27378067,31 Aralık 2024,Volkswagen,Golf,1.6 TDi BlueMotion Highline,2013,262.000 km,Otomatik,Dizel,Hatchback/5,Füme,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"1 değişen, 3 boyalı",Takasa Uygun,Galeriden,725.000 TL
27378023,31 Aralık 2024,Audi,A3,A3 Sedan 1.6 TDI Attraction,2014,147.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"2 değişen, 4 boyalı",Takasa Uygun,Galeriden,972.000 TL
27378015,31 Aralık 2024,Volkswagen,Jetta,1.6 Comfortline,2008,280.000 km,Düz,LPG & Benzin,Sedan,Gri,1595 cc,102 hp,Önden Çekiş,İkinci El,"7,4 lt",55 lt,"1 değişen, 6 boyalı",Takasa Uygun,Galeriden,510.000 TL
27377865,31 Aralık 2024,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2019,135.000 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden,1.375.000 TL
27377778,31 Aralık 2024,Renault,Megane,1.5 dCi Extreme,2010,153.000 km,Düz,Dizel,Sedan,Bej,1461 cc,85 hp,Önden Çekiş,İkinci El,"4,7 lt",60 lt,Belirtilmemiş,Takasa Uygun,Galeriden,550.000 TL
27377732,31 Aralık 2024,BMW,5 Serisi,520i Special Edition M Sport,2020,125.000 km,Otomatik,Benzin,Sedan,Lacivert,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,2.645.000 TL
27377709,31 Aralık 2024,Renault,Symbol,0.9 TCe Joy,2020,160.000 km,Düz,LPG & Benzin,Sedan,Beyaz,898 cc,90 hp,Önden Çekiş,İkinci El,"5,1 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,537.500 TL
27377674,31 Aralık 2024,Kia,Picanto,1.0 MPI,2019,40.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,998 cc,67 hp,Önden Çekiş,İkinci El,"5,3 lt",35 lt,1 boyalı,Takasa Uygun Değil,Galeriden,695.000 TL
27377673,31 Aralık 2024,Mercedes - Benz,E,200 d Exclusive,2023,34.150 km,Otomatik,Dizel,Sedan,Siyah,1597 cc,160 hp,Arkadan İtiş,İkinci El,"4,7 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,4.089.900 TL
27377662,31 Aralık 2024,Mercedes - Benz,A,A 180 BlueEFFICIENCY AMG Sport,2013,150.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1595 cc,122 hp,Önden Çekiş,İkinci El,"5,8 lt",50 lt,2 boyalı,Takasa Uygun,Galeriden,1.040.000 TL
27377659,31 Aralık 2024,Seat,Leon,1.6 TDI Style,2018,125.000 km,Otomatik,Dizel,Hatchback/5,Lacivert,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,1 boyalı,Takasa Uygun,Galeriden,1.049.000 TL
27377652,31 Aralık 2024,Hyundai,i20 Troy,1.4 CVVT Prime,2012,87.000 km,Otomatik,Benzin,Hatchback/5,Gri,1396 cc,100 hp,Önden Çekiş,İkinci El,"5,8 lt",45 lt,1 boyalı,Takasa Uygun,Galeriden,665.000 TL
27377640,31 Aralık 2024,Audi,A3,A3 Sportback 1.6 TDI Attraction,2012,199.000 km,Otomatik,Dizel,Hatchback/5,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,775.000 TL
27377636,31 Aralık 2024,Toyota,Corolla,1.8 Hybrid Dream,2020,160.000 km,Otomatik,LPG & Benzin,Sedan,Beyaz,1798 cc,98 hp,Önden Çekiş,İkinci El,"3,5 lt",43 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,967.500 TL
27377583,31 Aralık 2024,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2011,275.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,3 lt",70 lt,"1 değişen, 7 boyalı",Takasa Uygun,Galeriden,705.000 TL
